blocked_x,blocked_y,category,end_x,end_y,goal_mouth_y,goal_mouth_z,match_id,minute,note,outcome,qualifiers,satisfied_event_types,second,type,x,y
,,Pass,88.8,18.8,,,1983568,70,,Unsuccessful,"{'Cross': True, 'RightFoot': True, 'Zone': 'Right', 'PassEndX': '88.8', 'PassEndY': '18.8', 'Length': '2.6', 'Angle': '0.88', 'OppositeRelatedEvent': '529', 'Offensive': True}","[91, 137, 126, 36, 37, 217, 218]",33,Pass,87.2,15.8
,,CornerAwarded,,,,,1983568,70,,Successful,"{'Zone': 'Right', 'MissRight': True, 'OppositeRelatedEvent': '530'}",[122],35,CornerAwarded,89.4,16.5
,,Pass,56.7,85.3,,,1983568,72,,Unsuccessful,"{'Longball': True, 'Zone': 'Left', 'PassEndX': '56.7', 'PassEndY': '85.3', 'Chipped': True, 'Length': '34.1', 'Angle': '0.43'}","[91, 120, 124, 128, 36, 37, 216, 218]",57,Pass,27.1,64.6
,,Pass,31.0,84.0,,,1983568,73,,Successful,"{'Zone': 'Back', 'PassEndX': '31.0', 'PassEndY': '84.0', 'Length': '11.5', 'Angle': '1.19'}","[91, 117, 30, 36, 37, 215, 218]",10,Pass,26.9,68.3
,,Pass,29.4,92.4,,,1983568,73,,Successful,"{'Zone': 'Back', 'PassEndX': '29.4', 'PassEndY': '92.4', 'Length': '9.0', 'Angle': '1.39'}","[91, 117, 30, 36, 37, 215, 218]",13,Pass,27.9,79.4
,,BallRecovery,,,,,1983568,73,,Successful,{},[93],29,BallRecovery,23.6,69.4
,,Pass,25.3,75.6,,,1983568,73,,Successful,"{'Zone': 'Back', 'PassEndX': '25.3', 'PassEndY': '75.6', 'Length': '4.8', 'Angle': '1.44'}","[91, 117, 30, 36, 37, 215, 218]",30,Pass,24.7,68.6
,,Pass,55.3,52.8,,,1983568,73,,Successful,"{'Zone': 'Center', 'PassEndX': '55.3', 'PassEndY': '52.8', 'Length': '9.6', 'Angle': '0.16'}","[91, 119, 117, 30, 36, 37, 216, 218]",35,Pass,46.3,50.5
,,ShieldBallOpp,,,,,1983568,75,,Successful,{'Zone': 'Back'},[],10,ShieldBallOpp,21.0,8.0
,,Pass,26.7,7.1,,,1983568,75,,Successful,"{'Zone': 'Back', 'PassEndX': '26.7', 'PassEndY': '7.1', 'LayOff': True, 'Length': '9.7', 'Angle': '3.46'}","[91, 117, 30, 35, 38, 215, 218]",26,Pass,35.5,11.6
,,Foul,,,,,1983568,76,,Successful,"{'Foul': True, 'Zone': 'Center', 'OppositeRelatedEvent': '595', 'Offensive': True}","[91, 63]",27,Foul,54.0,72.4
,,Carry,68.6,14.7,,,1983568,15,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 10.63, 'gap_seconds': 6}",[],18,Carry,74.7,6.0
,,Carry,84.6,11.6,,,1983568,17,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 9.76, 'gap_seconds': 3}",[],26,Carry,92.3,5.6
,,Carry,66.7,73.0,,,1983568,47,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 12.2, 'gap_seconds': 2}",[],23,Carry,62.1,61.7
,,Carry,70.3,69.3,,,1983568,47,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 12.16, 'gap_seconds': 4}",[],25,Carry,74.8,80.6
,,Carry,62.0,9.6,,,1983568,47,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 60.27, 'gap_seconds': 4}",[],29,Carry,70.3,69.3
,,Carry,69.6,26.2,,,1983568,48,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 18.83, 'gap_seconds': 8}",[],15,Carry,82.3,12.3
,,Carry,40.8,34.8,,,1983568,49,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 6.08, 'gap_seconds': 1}",[],27,Carry,36.6,30.4
,,Carry,61.6,64.6,,,1983568,52,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 10.2, 'gap_seconds': 3}",[],38,Carry,61.3,54.4
,,Carry,59.3,60.9,,,1983568,52,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 10.3, 'gap_seconds': 2}",[],41,Carry,59.0,50.6
,,Carry,57.8,62.7,,,1983568,52,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 15.46, 'gap_seconds': 4}",[],43,Carry,56.4,47.3
,,Carry,63.9,78.0,,,1983568,52,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 5.85, 'gap_seconds': 4}",[],47,Carry,67.1,82.9
,,Carry,44.4,36.2,,,1983568,67,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 19.24, 'gap_seconds': 8}",[],46,Carry,31.0,22.4
,,Carry,83.2,25.2,,,1983568,70,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 9.96, 'gap_seconds': 3}",[],25,Carry,89.0,17.1
,,Carry,87.2,15.8,,,1983568,70,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 14.24, 'gap_seconds': 5}",[],28,Carry,89.2,29.9
,,Carry,27.9,79.4,,,1983568,73,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 5.55, 'gap_seconds': 3}",[],10,Carry,31.0,84.0
,,Carry,46.3,50.5,,,1983568,73,"derived (gap+distance heuristic), not a native WhoScored event",Successful,"{'distance': 32.73, 'gap_seconds': 5}",[],30,Carry,25.3,75.6
